Dormstart_date,Firstread_date,Strain,Rep,Inoculum,Dilution,Colonies
28-Jan-13,7-May-14,KBS0725,2,20,1,36
28-Jan-13,7-May-14,KBS0725,3,20,1,8
28-Jan-13,7-May-14,KBS0725,4,20,1,25
28-Jan-13,7-May-14,KBS0727,1,100,2,44
28-Jan-13,7-May-14,KBS0727,2,100,2,161
28-Jan-13,7-May-14,KBS0727,3,100,2,61
28-Jan-13,7-May-14,KBS0727,3,100,2,144
24-Jan-13,7-May-14,KBS0711,1,50,2,54
24-Jan-13,7-May-14,KBS0711,2,50,2,78
24-Jan-13,7-May-14,KBS0711,3,50,2,71
19-Jul-13,7-May-14,KBS0711,10,50,3,76
19-Jul-13,7-May-14,KBS0711,11,50,3,35
27-Feb-13,8-May-14,KBS0801,1,50,4,148
27-Feb-13,8-May-14,KBS0801,2,50,4,80
27-Feb-13,8-May-14,KBS0801,3,50,4,168
27-Feb-13,8-May-14,KBS0801,4,50,4,122
7-Mar-13,8-May-14,KBS0802,1,20,2,22
7-Mar-13,8-May-14,KBS0802,2,20,2,57
7-Mar-13,8-May-14,KBS0802,3,20,2,87
7-Mar-13,8-May-14,KBS0802,4,20,2,155
8-Mar-13,8-May-14,KBS0812,1,50,3,102
8-Mar-13,8-May-14,KBS0812,2,50,3,141
8-Mar-13,8-May-14,KBS0812,3,50,3,128
8-Mar-13,8-May-14,KBS0812,4,50,3,113
1-Feb-13,9-May-14,KBS0705,1,20,2,24
1-Feb-13,9-May-14,KBS0705,2,20,2,245
1-Feb-13,9-May-14,KBS0705,3,20,2,331
1-Feb-13,9-May-14,KBS0705,4,20,2,25
6-Mar-13,18-Apr-14,KBS0702,3,20,4,68
6-Mar-13,18-Apr-14,KBS0702,4,100,4,51
6-Mar-13,18-Apr-14,KBS0702,5,20,4,43
6-Mar-13,18-Apr-14,KBS0702,6,100,4,21
28-Feb-13,12-May-14,KBS0706,1,100,4,51
28-Feb-13,12-May-14,KBS0706,2,100,4,63
28-Feb-13,12-May-14,KBS0706,3,100,4,140
28-Feb-13,12-May-14,KBS0706,4,100,4,61
11-Jan-13,12-May-14,KBS0710,1,50,3,93
11-Jan-13,12-May-14,KBS0710,2,50,3,92
22-Jan-13,12-May-14,KBS0710,3,50,2,98
22-Jan-13,12-May-14,KBS0710,4,50,2,312
25-Jan-13,12-May-14,KBS0712,1,100,4,61
25-Jan-13,12-May-14,KBS0712,2,100,4,69
25-Jan-13,12-May-14,KBS0712,3,100,4,128
25-Jan-13,12-May-14,KBS0712,4,100,4,520
19-Jul-13,14-May-14,KBS0711,10,50,3,127
19-Jul-13,14-May-14,KBS0711,11,50,3,77
8-Feb-18,14-May-14,KBS0713,1,50,3,149
8-Feb-18,14-May-14,KBS0713,2,50,3,142
8-Feb-18,14-May-14,KBS0713,3,50,3,275
8-Feb-18,14-May-14,KBS0713,4,50,3,147
11-Feb-13,14-May-14,KBS0715,1,20,2,94
11-Feb-13,14-May-14,KBS0715,2,20,2,81
11-Feb-13,14-May-14,KBS0715,3,20,2,102
11-Feb-13,14-May-14,KBS0715,4,20,2,214
12-Feb-13,14-May-14,KBS0721,1,20,2,118
12-Feb-13,14-May-14,KBS0721,2,20,2,113
12-Feb-13,14-May-14,KBS0721,3,20,2,42
12-Feb-13,14-May-14,KBS0721,4,20,2,44
18-Jan-13,15-May-14,KBS0701,1,20,0,69
18-Jan-13,15-May-14,KBS0701,2,20,0,19
24-May-13,15-May-14,KBS0701,5,100,2,329
24-May-13,15-May-14,KBS0701,6,20,0,56
18-Jan-13,15-May-14,KBS0707,1,100,2,415
18-Jan-13,15-May-14,KBS0707,2,100,2,357
18-Jan-13,15-May-14,KBS0707,3,100,2,135
18-Jan-13,15-May-14,KBS0707,4,100,2,246
18-Feb-13,16-May-14,KBS0722,1,100,4,81
18-Feb-13,16-May-14,KBS0722,2,100,4,76
18-Feb-13,16-May-14,KBS0722,3,100,4,64
18-Feb-13,16-May-14,KBS0722,4,100,4,49
13-Feb-13,16-May-14,KBS0724,1,50,2,29
13-Feb-13,16-May-14,KBS0724,2,50,2,181
13-Feb-13,16-May-14,KBS0724,3,50,2,195
13-Feb-13,16-May-14,KBS0724,4,50,2,95
5-Apr-13,16-May-14,ATCC13985,1,50,3,318
5-Apr-13,16-May-14,ATCC13985,2,50,3,486
15-Aug-13,16-May-14,ATCC13985,3,50,4,251
15-Aug-13,16-May-14,ATCC13985,4,50,4,212
5-Apr-13,16-May-14,ATCC43928,1,50,2,272
5-Apr-13,16-May-14,ATCC43928,2,50,2,189
15-Aug-13,16-May-14,ATCC43928,3,50,4,156
15-Aug-13,16-May-14,ATCC43928,4,50,4,143
13-Aug-13,19-May-14,KBS0711W,1,100,3,54
13-Aug-13,19-May-14,KBS0711W,2,100,3,66
13-Aug-13,19-May-14,KBS0711W,3,100,3,78
13-Aug-13,19-May-14,KBS0711W,4,100,3,44
18-Jan-13,19-May-14,KBS0703,1,100,4,52
18-Jan-13,19-May-14,KBS0703,2,100,4,70
18-Jan-13,19-May-14,KBS0702,1,100,4,53
18-Jan-13,19-May-14,KBS0702,2,100,4,58
15-Feb-13,19-May-14,KBS0703,3,50,4,45
15-Feb-13,19-May-14,KBS0703,4,50,4,35
21-Feb-13,19-May-14,KBS0703,5,50,4,25
21-Feb-13,19-May-14,KBS0703,6,50,4,49
24-Jan-13,21-May-14,KBS0711,1,50,2,151
24-Jan-13,21-May-14,KBS0711,2,50,2,159
24-Jan-13,21-May-14,KBS0711,3,50,2,160
19-Jul-13,21-May-14,KBS0711,10,50,3,98
19-Jul-13,21-May-14,KBS0711,11,50,3,84
7-Mar-13,22-May-14,KBS0802,1,20,2,19
7-Mar-13,22-May-14,KBS0802,2,20,2,40
7-Mar-13,22-May-14,KBS0802,3,20,2,41
7-Mar-13,22-May-14,KBS0802,4,20,2,49
8-Mar-13,22-May-14,KBS0812,1,50,3,100
8-Mar-13,22-May-14,KBS0812,2,50,3,111
8-Mar-13,22-May-14,KBS0812,3,50,3,114
8-Mar-13,22-May-14,KBS0812,4,50,3,92
28-Jan-13,23-May-14,KBS0725,1,50,1,94
28-Jan-13,23-May-14,KBS0725,2,50,1,56
28-Jan-13,23-May-14,KBS0725,3,50,1,57
28-Jan-13,23-May-14,KBS0725,4,50,1,89
28-Jan-13,23-May-14,KBS0727,1,100,2,167
28-Jan-13,23-May-14,KBS0727,2,100,2,68
28-Jan-13,23-May-14,KBS0727,3,100,2,47
28-Jan-13,23-May-14,KBS0727,3,100,2,83
8-Feb-18,27-May-14,KBS0713,1,20,2,148
8-Feb-18,27-May-14,KBS0713,2,20,2,82
8-Feb-18,27-May-14,KBS0713,3,20,2,442
8-Feb-18,27-May-14,KBS0713,4,20,2,468
12-Feb-13,27-May-14,KBS0721,1,20,2,101
12-Feb-13,27-May-14,KBS0721,2,20,2,117
12-Feb-13,27-May-14,KBS0721,3,20,2,73
12-Feb-13,27-May-14,KBS0721,4,20,2,66
18-Jan-13,29-May-14,KBS0701,1,50,0,91
18-Jan-13,29-May-14,KBS0701,2,50,0,34
24-May-13,29-May-14,KBS0701,5,100,2,102
24-May-13,29-May-14,KBS0701,6,50,0,127
19-Jul-13,29-May-14,KBS0711,10,50,3,67
19-Jul-13,29-May-14,KBS0711,11,50,3,56
11-Feb-13,29-May-14,KBS0715,1,20,2,82
11-Feb-13,29-May-14,KBS0715,2,20,2,128
11-Feb-13,29-May-14,KBS0715,3,20,2,122
11-Feb-13,29-May-14,KBS0715,4,20,2,110
27-Feb-13,29-May-14,KBS0801,1,50,4,99
27-Feb-13,29-May-14,KBS0801,2,50,4,93
27-Feb-13,29-May-14,KBS0801,3,50,4,238
27-Feb-13,29-May-14,KBS0801,4,50,4,387
5-Apr-13,29-May-14,ATCC13985,1,50,3,173
5-Apr-13,29-May-14,ATCC13985,2,50,3,314
15-Aug-13,29-May-14,ATCC13985,3,50,4,186
15-Aug-13,29-May-14,ATCC13985,4,50,4,239
5-Apr-13,29-May-14,ATCC43928,1,10,2,45
5-Apr-13,29-May-14,ATCC43928,2,50,2,254
15-Aug-13,29-May-14,ATCC43928,3,50,4,154
15-Aug-13,29-May-14,ATCC43928,4,50,4,124
6-Mar-13,2-Jun-14,KBS0702,3,20,4,29
6-Mar-13,2-Jun-14,KBS0702,4,100,4,53
6-Mar-13,2-Jun-14,KBS0702,5,20,4,81
6-Mar-13,2-Jun-14,KBS0702,6,100,4,26
11-Jan-13,2-Jun-14,KBS0710,1,50,3,64
11-Jan-13,2-Jun-14,KBS0710,2,50,3,57
22-Jan-13,2-Jun-14,KBS0710,3,20,2,42
22-Jan-13,2-Jun-14,KBS0710,4,20,2,18
13-Aug-13,2-Jun-14,KBS0711W,1,100,3,96
13-Aug-13,2-Jun-14,KBS0711W,2,100,3,49
13-Aug-13,2-Jun-14,KBS0711W,3,100,3,90
13-Aug-13,2-Jun-14,KBS0711W,4,100,3,56
25-Jan-13,2-Jun-14,KBS0712,1,100,4,49
25-Jan-13,2-Jun-14,KBS0712,2,100,4,149
25-Jan-13,2-Jun-14,KBS0712,3,100,4,106
25-Jan-13,2-Jun-14,KBS0712,4,100,4,243
1-Feb-13,2-Jun-14,KBS0705,1,50,2,50
1-Feb-13,2-Jun-14,KBS0705,2,50,3,21
1-Feb-13,2-Jun-14,KBS0705,3,50,3,53
1-Feb-13,2-Jun-14,KBS0705,4,50,2,40
28-Feb-13,2-Jun-14,KBS0706,1,100,4,85
28-Feb-13,2-Jun-14,KBS0706,2,100,4,59
28-Feb-13,2-Jun-14,KBS0706,3,100,4,97
28-Feb-13,2-Jun-14,KBS0706,4,100,4,43
28-Jan-13,3-Jun-14,KBS0725,1,50,1,67
28-Jan-13,3-Jun-14,KBS0725,2,50,1,19
28-Jan-13,3-Jun-14,KBS0725,3,50,1,25
28-Jan-13,3-Jun-14,KBS0725,4,50,1,18
28-Jan-13,3-Jun-14,KBS0727,1,100,2,103
28-Jan-13,3-Jun-14,KBS0727,2,100,2,119
28-Jan-13,3-Jun-14,KBS0727,3,100,2,16
28-Jan-13,3-Jun-14,KBS0727,3,100,2,31
24-Jan-13,4-Jun-14,KBS0711,1,50,2,153
24-Jan-13,4-Jun-14,KBS0711,2,50,2,153
24-Jan-13,4-Jun-14,KBS0711,3,50,2,132
19-Jul-13,4-Jun-14,KBS0711,10,50,3,56
19-Jul-13,4-Jun-14,KBS0711,11,50,3,57
18-Jan-13,5-Jun-14,KBS0707,1,100,2,427
18-Jan-13,5-Jun-14,KBS0707,2,100,2,192
18-Jan-13,5-Jun-14,KBS0707,3,100,2,79
18-Jan-13,5-Jun-14,KBS0707,4,100,2,281
7-Mar-13,5-Jun-14,KBS0802,1,20,2,27
7-Mar-13,5-Jun-14,KBS0802,2,20,2,55
7-Mar-13,5-Jun-14,KBS0802,3,20,2,20
7-Mar-13,5-Jun-14,KBS0802,4,20,2,59
8-Mar-13,5-Jun-14,KBS0812,1,50,3,112
8-Mar-13,5-Jun-14,KBS0812,2,50,3,146
8-Mar-13,5-Jun-14,KBS0812,3,50,3,137
8-Mar-13,5-Jun-14,KBS0812,4,50,3,134
18-Feb-13,5-Jun-14,KBS0722,1,100,4,89
18-Feb-13,5-Jun-14,KBS0722,2,100,4,51
18-Feb-13,5-Jun-14,KBS0722,3,100,4,244
18-Feb-13,5-Jun-14,KBS0722,4,100,4,115
13-Feb-13,5-Jun-14,KBS0724,1,50,2,86
13-Feb-13,5-Jun-14,KBS0724,2,50,2,268
13-Feb-13,5-Jun-14,KBS0724,3,50,2,100
13-Feb-13,5-Jun-14,KBS0724,4,50,2,298
18-Jan-13,9-Jun-14,KBS0703,1,100,4,63
18-Jan-13,9-Jun-14,KBS0703,2,100,4,62
18-Jan-13,9-Jun-14,KBS0702,1,100,4,14
18-Jan-13,9-Jun-14,KBS0702,2,100,4,86
15-Feb-13,9-Jun-14,KBS0703,3,50,4,55
15-Feb-13,9-Jun-14,KBS0703,4,50,4,62
21-Feb-13,9-Jun-14,KBS0703,5,50,4,73
21-Feb-13,9-Jun-14,KBS0703,6,50,4,67
27-Feb-13,9-Jun-14,KBS0801,1,50,4,110
27-Feb-13,9-Jun-14,KBS0801,2,50,4,109
27-Feb-13,9-Jun-14,KBS0801,3,50,4,227
27-Feb-13,9-Jun-14,KBS0801,4,50,4,309
12-Feb-13,9-Jun-14,KBS0721,1,20,2,72
12-Feb-13,9-Jun-14,KBS0721,2,20,2,75
12-Feb-13,9-Jun-14,KBS0721,3,20,2,101
12-Feb-13,9-Jun-14,KBS0721,4,20,2,31
19-Jul-13,11-Jun-14,KBS0711,10,50,3,52
19-Jul-13,11-Jun-14,KBS0711,11,50,3,106
18-Jan-13,12-Jun-14,KBS0701,1,50,0,99
18-Jan-13,12-Jun-14,KBS0701,2,50,0,10
24-May-13,12-Jun-14,KBS0701,5,100,2,30
24-May-13,12-Jun-14,KBS0701,6,50,0,109
11-Feb-13,12-Jun-14,KBS0715,1,20,2,76
11-Feb-13,12-Jun-14,KBS0715,2,20,2,73
11-Feb-13,12-Jun-14,KBS0715,3,20,2,78
11-Feb-13,12-Jun-14,KBS0715,4,20,2,143
5-Apr-13,13-Jun-14,ATCC13985,1,50,3,58
5-Apr-13,13-Jun-14,ATCC13985,2,50,3,59
15-Aug-13,13-Jun-14,ATCC13985,3,50,4,63
15-Aug-13,13-Jun-14,ATCC13985,4,50,4,113
5-Apr-13,13-Jun-14,ATCC43928,1,50,2,20
5-Apr-13,13-Jun-14,ATCC43928,2,50,2,73
15-Aug-13,13-Jun-14,ATCC43928,3,50,4,23
15-Aug-13,13-Jun-14,ATCC43928,4,50,4,74
8-Feb-18,14-Jun-14,KBS0713,1,50,3,183
8-Feb-18,14-Jun-14,KBS0713,2,50,3,255
8-Feb-18,14-Jun-14,KBS0713,3,50,3,348
8-Feb-18,14-Jun-14,KBS0713,4,50,3,127
13-Aug-13,16-Jun-14,KBS0711W,1,100,3,69
13-Aug-13,16-Jun-14,KBS0711W,2,100,3,11
13-Aug-13,16-Jun-14,KBS0711W,3,100,3,46
13-Aug-13,16-Jun-14,KBS0711W,4,100,3,36
28-Feb-13,21-Jun-14,KBS0706,1,50,4,34
28-Feb-13,21-Jun-14,KBS0706,2,50,4,46
28-Feb-13,21-Jun-14,KBS0706,3,50,4,65
28-Feb-13,21-Jun-14,KBS0706,4,50,4,24
28-Jan-13,21-Jun-14,KBS0725,1,50,1,27
28-Jan-13,21-Jun-14,KBS0725,2,50,1,39
28-Jan-13,21-Jun-14,KBS0725,3,50,1,21
28-Jan-13,21-Jun-14,KBS0725,4,50,1,5
28-Jan-13,21-Jun-14,KBS0727,1,100,2,22
28-Jan-13,21-Jun-14,KBS0727,2,100,2,26
28-Jan-13,21-Jun-14,KBS0727,3,100,2,11
28-Jan-13,21-Jun-14,KBS0727,3,100,2,12
24-Jan-13,10-Jul-14,KBS0711,1,50,2,131
24-Jan-13,10-Jul-14,KBS0711,2,50,2,122
24-Jan-13,10-Jul-14,KBS0711,3,50,2,143
19-Jul-13,10-Jul-14,KBS0711,10,50,3,65
19-Jul-13,10-Jul-14,KBS0711,11,50,3,44
7-Mar-13,10-Jul-14,KBS0802,1,50,2,245
7-Mar-13,10-Jul-14,KBS0802,2,50,2,282
7-Mar-13,10-Jul-14,KBS0802,3,50,2,254
7-Mar-13,10-Jul-14,KBS0802,4,50,2,276
8-Mar-13,10-Jul-14,KBS0812,1,50,3,103
8-Mar-13,10-Jul-14,KBS0812,2,50,3,126
8-Mar-13,10-Jul-14,KBS0812,3,50,3,76
8-Mar-13,10-Jul-14,KBS0812,4,50,3,76
6-Mar-13,11-Jul-14,KBS0702,3,50,4,102
6-Mar-13,11-Jul-14,KBS0702,4,100,4,73
6-Mar-13,11-Jul-14,KBS0702,5,50,4,72
6-Mar-13,11-Jul-14,KBS0702,6,100,4,17
11-Jan-13,11-Jul-14,KBS0710,1,100,3,242
11-Jan-13,11-Jul-14,KBS0710,2,100,3,250
22-Jan-13,11-Jul-14,KBS0710,3,50,2,524
22-Jan-13,11-Jul-14,KBS0710,4,50,2,93
18-Jan-13,12-Jul-14,KBS0701,1,100,0,864
18-Jan-13,12-Jul-14,KBS0701,2,100,0,41
24-May-13,12-Jul-14,KBS0701,5,100,2,51
24-May-13,12-Jul-14,KBS0701,6,100,0,620
11-Feb-13,12-Jul-14,KBS0715,1,50,2,280
11-Feb-13,12-Jul-14,KBS0715,2,50,2,235
11-Feb-13,12-Jul-14,KBS0715,3,50,2,194
11-Feb-13,12-Jul-14,KBS0715,4,50,2,333
25-Jan-13,12-Jul-14,KBS0712,1,100,4,22
25-Jan-13,12-Jul-14,KBS0712,2,100,4,84
25-Jan-13,12-Jul-14,KBS0712,3,100,4,18
25-Jan-13,12-Jul-14,KBS0712,4,100,4,237
12-Feb-13,12-Jul-14,KBS0721,1,50,2,65
12-Feb-13,12-Jul-14,KBS0721,2,50,2,278
12-Feb-13,12-Jul-14,KBS0721,3,50,2,76
12-Feb-13,12-Jul-14,KBS0721,4,50,2,236
1-Feb-13,13-Jul-14,KBS0705,1,100,2,186
1-Feb-13,13-Jul-14,KBS0705,2,100,3,102
1-Feb-13,13-Jul-14,KBS0705,3,100,3,258
1-Feb-13,13-Jul-14,KBS0705,4,100,2,64
18-Jan-13,14-Jul-14,KBS0707,1,100,2,405
18-Jan-13,14-Jul-14,KBS0707,2,100,2,408
18-Jan-13,14-Jul-14,KBS0707,3,100,2,171
18-Jan-13,14-Jul-14,KBS0707,4,100,2,216
13-Aug-13,14-Jul-14,KBS0711W,1,100,3,52
13-Aug-13,14-Jul-14,KBS0711W,2,100,3,47
13-Aug-13,14-Jul-14,KBS0711W,3,100,3,53
13-Aug-13,14-Jul-14,KBS0711W,4,100,3,40
18-Feb-13,14-Jul-14,KBS0722,1,100,4,26
18-Feb-13,14-Jul-14,KBS0722,2,100,4,176
18-Feb-13,14-Jul-14,KBS0722,3,100,4,82
18-Feb-13,14-Jul-14,KBS0722,4,100,4,171
13-Feb-13,14-Jul-14,KBS0724,1,50,2,25
13-Feb-13,14-Jul-14,KBS0724,2,50,2,126
13-Feb-13,14-Jul-14,KBS0724,3,50,2,96
13-Feb-13,14-Jul-14,KBS0724,4,50,2,80
5-Apr-13,14-Jul-14,ATCC13985,1,100,3,193
5-Apr-13,14-Jul-14,ATCC13985,2,100,3,484
15-Aug-13,14-Jul-14,ATCC13985,3,100,4,132
15-Aug-13,14-Jul-14,ATCC13985,4,100,4,128
5-Apr-13,14-Jul-14,ATCC43928,1,100,2,708
5-Apr-13,14-Jul-14,ATCC43928,2,100,2,380
15-Aug-13,14-Jul-14,ATCC43928,3,100,4,123
15-Aug-13,14-Jul-14,ATCC43928,4,100,4,62
18-Jan-13,19-Jul-14,KBS0703,1,100,4,51
18-Jan-13,19-Jul-14,KBS0703,2,100,4,47
18-Jan-13,19-Jul-14,KBS0702,1,100,4,13
18-Jan-13,19-Jul-14,KBS0702,2,100,4,14
15-Feb-13,19-Jul-14,KBS0703,3,50,4,65
15-Feb-13,19-Jul-14,KBS0703,4,50,4,43
21-Feb-13,19-Jul-14,KBS0703,5,50,4,2
21-Feb-13,19-Jul-14,KBS0703,6,50,4,26
27-Feb-13,19-Jul-14,KBS0801,1,50,4,102
27-Feb-13,19-Jul-14,KBS0801,2,50,4,35
27-Feb-13,19-Jul-14,KBS0801,3,50,4,84
27-Feb-13,19-Jul-14,KBS0801,4,50,4,191
8-Feb-18,19-Jul-14,KBS0713,1,50,3,111
8-Feb-18,19-Jul-14,KBS0713,2,50,3,129
8-Feb-18,19-Jul-14,KBS0713,3,50,3,178
8-Feb-18,19-Jul-14,KBS0713,4,50,3,85
28-Feb-13,22-Jul-14,KBS0706,1,100,4,81
28-Feb-13,22-Jul-14,KBS0706,2,100,4,84
28-Feb-13,22-Jul-14,KBS0706,3,100,4,86
28-Feb-13,22-Jul-14,KBS0706,4,100,4,43
24-Jan-13,25-Jul-14,KBS0711,1,50,2,109
24-Jan-13,25-Jul-14,KBS0711,2,50,2,85
24-Jan-13,25-Jul-14,KBS0711,3,50,2,97
19-Jul-13,25-Jul-14,KBS0711,10,50,3,67
19-Jul-13,25-Jul-14,KBS0711,11,50,3,38
7-Mar-13,25-Jul-14,KBS0802,1,50,2,144
7-Mar-13,25-Jul-14,KBS0802,2,50,2,140
7-Mar-13,25-Jul-14,KBS0802,3,50,2,235
7-Mar-13,25-Jul-14,KBS0802,4,50,2,286
8-Mar-13,25-Jul-14,KBS0812,1,50,3,99
8-Mar-13,25-Jul-14,KBS0812,2,50,3,156
8-Mar-13,25-Jul-14,KBS0812,3,50,3,124
8-Mar-13,25-Jul-14,KBS0812,4,50,3,92
11-Feb-13,25-Jul-14,KBS0715,1,50,2,312
11-Feb-13,25-Jul-14,KBS0715,2,50,2,248
11-Feb-13,25-Jul-14,KBS0715,3,50,2,227
11-Feb-13,25-Jul-14,KBS0715,4,50,2,325
12-Feb-13,26-Jul-14,KBS0721,1,50,2,150
12-Feb-13,26-Jul-14,KBS0721,2,50,2,317
12-Feb-13,26-Jul-14,KBS0721,3,50,2,141
12-Feb-13,26-Jul-14,KBS0721,4,50,2,237
18-Jan-13,27-Jul-14,KBS0701,1,50,0,109
18-Jan-13,27-Jul-14,KBS0701,2,100,0,50
24-May-13,27-Jul-14,KBS0701,5,100,2,48
24-May-13,27-Jul-14,KBS0701,6,50,0,154
5-Apr-13,27-Jul-14,ATCC13985,1,100,3,187
5-Apr-13,27-Jul-14,ATCC13985,2,100,3,336
15-Aug-13,27-Jul-14,ATCC13985,3,100,4,64
15-Aug-13,27-Jul-14,ATCC13985,4,100,4,178
5-Apr-13,27-Jul-14,ATCC43928,1,50,2,363
5-Apr-13,27-Jul-14,ATCC43928,2,50,2,194
15-Aug-13,27-Jul-14,ATCC43928,3,100,4,106
15-Aug-13,27-Jul-14,ATCC43928,4,100,4,31
6-Mar-13,30-Jul-14,KBS0702,3,50,4,77
6-Mar-13,30-Jul-14,KBS0702,4,100,4,63
6-Mar-13,30-Jul-14,KBS0702,5,50,4,76
6-Mar-13,30-Jul-14,KBS0702,6,100,4,12
13-Aug-13,30-Jul-14,KBS0711W,1,100,3,33
13-Aug-13,30-Jul-14,KBS0711W,2,100,3,10
13-Aug-13,30-Jul-14,KBS0711W,3,100,3,12
13-Aug-13,30-Jul-14,KBS0711W,4,100,3,5
28-Jan-13,30-Jul-14,KBS0725,1,20,0,24
28-Jan-13,30-Jul-14,KBS0725,2,20,0,29
28-Jan-13,30-Jul-14,KBS0725,3,20,0,14
28-Jan-13,30-Jul-14,KBS0725,4,20,0,14
28-Jan-13,30-Jul-14,KBS0727,3,100,1,67
28-Jan-13,30-Jul-14,KBS0727,4,100,1,93
1-Feb-13,30-Jul-14,KBS0705,1,100,2,226
1-Feb-13,30-Jul-14,KBS0705,2,100,3,60
1-Feb-13,30-Jul-14,KBS0705,3,100,3,154
1-Feb-13,30-Jul-14,KBS0705,4,100,2,76
11-Jan-13,1-Aug-14,KBS0710,1,100,3,156
11-Jan-13,1-Aug-14,KBS0710,2,100,3,153
22-Jan-13,1-Aug-14,KBS0710,3,50,2,35
22-Jan-13,1-Aug-14,KBS0710,4,50,2,31
19-Jul-13,1-Aug-14,KBS0711,10,50,3,55
19-Jul-13,1-Aug-14,KBS0711,11,50,3,12
25-Jan-13,5-Aug-14,KBS0712,1,100,4,39
25-Jan-13,5-Aug-14,KBS0712,2,100,4,117
25-Jan-13,5-Aug-14,KBS0712,3,100,4,38
25-Jan-13,5-Aug-14,KBS0712,4,100,4,249
18-Jan-13,5-Aug-14,KBS0707,1,100,2,242
18-Jan-13,5-Aug-14,KBS0707,2,100,2,224
18-Jan-13,5-Aug-14,KBS0707,3,100,2,52
18-Jan-13,5-Aug-14,KBS0707,4,100,2,188
18-Feb-13,5-Aug-14,KBS0722,1,100,4,73
18-Feb-13,5-Aug-14,KBS0722,2,100,4,182
18-Feb-13,5-Aug-14,KBS0722,3,100,4,153
18-Feb-13,5-Aug-14,KBS0722,4,100,4,51
7-Mar-13,6-Aug-14,KBS0802,1,50,2,127
7-Mar-13,6-Aug-14,KBS0802,2,50,2,127
7-Mar-13,6-Aug-14,KBS0802,3,50,2,287
7-Mar-13,6-Aug-14,KBS0802,4,50,2,320
8-Mar-13,6-Aug-14,KBS0812,1,50,3,91
8-Mar-13,6-Aug-14,KBS0812,2,50,3,133
8-Mar-13,6-Aug-14,KBS0812,3,50,3,119
8-Mar-13,6-Aug-14,KBS0812,4,50,3,98
24-Jan-13,7-Aug-14,KBS0711,1,50,2,122
24-Jan-13,7-Aug-14,KBS0711,2,50,2,93
24-Jan-13,7-Aug-14,KBS0711,3,50,2,96
11-Feb-13,7-Aug-14,KBS0715,1,50,2,237
11-Feb-13,7-Aug-14,KBS0715,2,50,2,273
11-Feb-13,7-Aug-14,KBS0715,3,50,2,205
11-Feb-13,7-Aug-14,KBS0715,4,50,2,293
18-Jan-13,8-Aug-14,KBS0703,1,20,3,77
18-Jan-13,8-Aug-14,KBS0703,2,20,3,59
18-Jan-13,8-Aug-14,KBS0702,1,20,3,6
18-Jan-13,8-Aug-14,KBS0702,2,20,3,32
15-Feb-13,8-Aug-14,KBS0703,3,100,4,43
15-Feb-13,8-Aug-14,KBS0703,4,100,4,54
21-Feb-13,8-Aug-14,KBS0703,5,100,4,1
21-Feb-13,8-Aug-14,KBS0703,6,100,4,15
13-Feb-13,8-Aug-14,KBS0724,1,100,2,127
13-Feb-13,8-Aug-14,KBS0724,2,100,2,164
13-Feb-13,8-Aug-14,KBS0724,3,100,2,197
13-Feb-13,8-Aug-14,KBS0724,4,100,2,187
27-Feb-13,8-Aug-14,KBS0801,1,50,4,101
27-Feb-13,8-Aug-14,KBS0801,2,50,4,61
27-Feb-13,8-Aug-14,KBS0801,3,50,4,152
27-Feb-13,8-Aug-14,KBS0801,4,50,4,193
8-Feb-13,8-Aug-14,KBS0713,1,50,3,90
8-Feb-13,8-Aug-14,KBS0713,2,50,3,169
8-Feb-13,8-Aug-14,KBS0713,3,50,3,240
8-Feb-13,8-Aug-14,KBS0713,4,50,3,173
28-Jan-13,8-Aug-14,KBS0725,1,100,0,165
28-Jan-13,8-Aug-14,KBS0725,2,100,0,139
28-Jan-13,8-Aug-14,KBS0725,3,100,0,282
28-Jan-13,8-Aug-14,KBS0725,4,100,0,194
28-Jan-13,8-Aug-14,KBS0727,3,100,1,75
28-Jan-13,8-Aug-14,KBS0727,4,100,1,143
18-Jan-13,12-Aug-14,KBS0701,1,20,0,41
18-Jan-13,12-Aug-14,KBS0701,2,100,0,90
24-May-13,12-Aug-14,KBS0701,5,100,2,40
24-May-13,12-Aug-14,KBS0701,6,20,0,145
13-Aug-13,12-Aug-14,KBS0711W,1,20,2,76
13-Aug-13,12-Aug-14,KBS0711W,2,20,2,6
13-Aug-13,12-Aug-14,KBS0711W,3,20,2,13
13-Aug-13,12-Aug-14,KBS0711W,4,20,2,34
28-Feb-13,13-Aug-14,KBS0706,1,100,4,43
28-Feb-13,13-Aug-14,KBS0706,2,100,4,43
28-Feb-13,13-Aug-14,KBS0706,3,100,4,40
28-Feb-13,13-Aug-14,KBS0706,4,100,4,65
12-Feb-13,14-Aug-14,KBS0721,1,50,2,72
12-Feb-13,14-Aug-14,KBS0721,2,50,2,80
12-Feb-13,14-Aug-14,KBS0721,3,50,2,138
12-Feb-13,14-Aug-14,KBS0721,4,50,2,104
5-Apr-13,14-Aug-14,ATCC13985,1,100,3,245
5-Apr-13,14-Aug-14,ATCC13985,2,100,3,214
15-Aug-13,14-Aug-14,ATCC13985,3,100,4,106
15-Aug-13,14-Aug-14,ATCC13985,4,100,4,111
5-Apr-13,14-Aug-14,ATCC43928,1,50,2,46
5-Apr-13,14-Aug-14,ATCC43928,2,50,2,184
